region;west;east;south;north
145;-74.2333668;-74.2222552;40.8652008;40.873589
146;-74.2333668;-74.2222552;40.873589;40.8819772
147;-74.2333668;-74.2222552;40.8819772;40.8903654
148;-74.2333668;-74.2222552;40.8903654;40.8987536
149;-74.2333668;-74.2222552;40.8987536;40.9071418
150;-74.2333668;-74.2222552;40.9071418;40.91553
151;-74.2222552;-74.2111436;40.49612;40.5045082
152;-74.2222552;-74.2111436;40.5045082;40.5128964
153;-74.2222552;-74.2111436;40.5128964;40.5212846
154;-74.2222552;-74.2111436;40.5212846;40.5296728
155;-74.2222552;-74.2111436;40.5296728;40.538061
156;-74.2222552;-74.2111436;40.538061;40.5464492
157;-74.2222552;-74.2111436;40.5464492;40.5548374
158;-74.2222552;-74.2111436;40.5548374;40.5632256
159;-74.2222552;-74.2111436;40.5632256;40.5716138
160;-74.2222552;-74.2111436;40.5716138;40.580002
161;-74.2222552;-74.2111436;40.580002;40.5883902
162;-74.2222552;-74.2111436;40.5883902;40.5967784
163;-74.2222552;-74.2111436;40.5967784;40.6051666
164;-74.2222552;-74.2111436;40.6051666;40.6135548
165;-74.2222552;-74.2111436;40.6135548;40.621943
166;-74.2222552;-74.2111436;40.621943;40.6303312
167;-74.2222552;-74.2111436;40.6303312;40.6387194
168;-74.2222552;-74.2111436;40.6387194;40.6471076
169;-74.2222552;-74.2111436;40.6471076;40.6554958
170;-74.2222552;-74.2111436;40.6554958;40.663884
171;-74.2222552;-74.2111436;40.663884;40.6722722
172;-74.2222552;-74.2111436;40.6722722;40.6806604
173;-74.2222552;-74.2111436;40.6806604;40.6890486
174;-74.2222552;-74.2111436;40.6890486;40.6974368
175;-74.2222552;-74.2111436;40.6974368;40.705825
176;-74.2222552;-74.2111436;40.705825;40.7142132
177;-74.2222552;-74.2111436;40.7142132;40.7226014
178;-74.2222552;-74.2111436;40.7226014;40.7309896
179;-74.2222552;-74.2111436;40.7309896;40.7393778
180;-74.2222552;-74.2111436;40.7393778;40.747766
181;-74.2222552;-74.2111436;40.747766;40.7561542
182;-74.2222552;-74.2111436;40.7561542;40.7645424
183;-74.2222552;-74.2111436;40.7645424;40.7729306
184;-74.2222552;-74.2111436;40.7729306;40.7813188
185;-74.2222552;-74.2111436;40.7813188;40.789707
186;-74.2222552;-74.2111436;40.789707;40.7980952
187;-74.2222552;-74.2111436;40.7980952;40.8064834
188;-74.2222552;-74.2111436;40.8064834;40.8148716
189;-74.2222552;-74.2111436;40.8148716;40.8232598
190;-74.2222552;-74.2111436;40.8232598;40.831648
191;-74.2222552;-74.2111436;40.831648;40.8400362
192;-74.2222552;-74.2111436;40.8400362;40.8484244
193;-74.2222552;-74.2111436;40.8484244;40.8568126
194;-74.2222552;-74.2111436;40.8568126;40.8652008
195;-74.2222552;-74.2111436;40.8652008;40.873589
196;-74.2222552;-74.2111436;40.873589;40.8819772
197;-74.2222552;-74.2111436;40.8819772;40.8903654
198;-74.2222552;-74.2111436;40.8903654;40.8987536
199;-74.2222552;-74.2111436;40.8987536;40.9071418
200;-74.2222552;-74.2111436;40.9071418;40.91553
201;-74.2111436;-74.200032;40.49612;40.5045082
202;-74.2111436;-74.200032;40.5045082;40.5128964
203;-74.2111436;-74.200032;40.5128964;40.5212846
204;-74.2111436;-74.200032;40.5212846;40.5296728
205;-74.2111436;-74.200032;40.5296728;40.538061
206;-74.2111436;-74.200032;40.538061;40.5464492
207;-74.2111436;-74.200032;40.5464492;40.5548374
208;-74.2111436;-74.200032;40.5548374;40.5632256
209;-74.2111436;-74.200032;40.5632256;40.5716138
210;-74.2111436;-74.200032;40.5716138;40.580002
211;-74.2111436;-74.200032;40.580002;40.5883902
212;-74.2111436;-74.200032;40.5883902;40.5967784
213;-74.2111436;-74.200032;40.5967784;40.6051666
214;-74.2111436;-74.200032;40.6051666;40.6135548
215;-74.2111436;-74.200032;40.6135548;40.621943
216;-74.2111436;-74.200032;40.621943;40.6303312
217;-74.2111436;-74.200032;40.6303312;40.6387194
218;-74.2111436;-74.200032;40.6387194;40.6471076
219;-74.2111436;-74.200032;40.6471076;40.6554958
220;-74.2111436;-74.200032;40.6554958;40.663884
221;-74.2111436;-74.200032;40.663884;40.6722722
222;-74.2111436;-74.200032;40.6722722;40.6806604
223;-74.2111436;-74.200032;40.6806604;40.6890486
224;-74.2111436;-74.200032;40.6890486;40.6974368
225;-74.2111436;-74.200032;40.6974368;40.705825
226;-74.2111436;-74.200032;40.705825;40.7142132
227;-74.2111436;-74.200032;40.7142132;40.7226014
228;-74.2111436;-74.200032;40.7226014;40.7309896
229;-74.2111436;-74.200032;40.7309896;40.7393778
230;-74.2111436;-74.200032;40.7393778;40.747766
231;-74.2111436;-74.200032;40.747766;40.7561542
232;-74.2111436;-74.200032;40.7561542;40.7645424
233;-74.2111436;-74.200032;40.7645424;40.7729306
234;-74.2111436;-74.200032;40.7729306;40.7813188
235;-74.2111436;-74.200032;40.7813188;40.789707
236;-74.2111436;-74.200032;40.789707;40.7980952
237;-74.2111436;-74.200032;40.7980952;40.8064834
238;-74.2111436;-74.200032;40.8064834;40.8148716
239;-74.2111436;-74.200032;40.8148716;40.8232598
240;-74.2111436;-74.200032;40.8232598;40.831648
241;-74.2111436;-74.200032;40.831648;40.8400362
242;-74.2111436;-74.200032;40.8400362;40.8484244
243;-74.2111436;-74.200032;40.8484244;40.8568126
244;-74.2111436;-74.200032;40.8568126;40.8652008
245;-74.2111436;-74.200032;40.8652008;40.873589
246;-74.2111436;-74.200032;40.873589;40.8819772
247;-74.2111436;-74.200032;40.8819772;40.8903654
248;-74.2111436;-74.200032;40.8903654;40.8987536
249;-74.2111436;-74.200032;40.8987536;40.9071418
250;-74.2111436;-74.200032;40.9071418;40.91553
251;-74.200032;-74.1889204;40.49612;40.5045082
252;-74.200032;-74.1889204;40.5045082;40.5128964
253;-74.200032;-74.1889204;40.5128964;40.5212846
254;-74.200032;-74.1889204;40.5212846;40.5296728
255;-74.200032;-74.1889204;40.5296728;40.538061
256;-74.200032;-74.1889204;40.538061;40.5464492
257;-74.200032;-74.1889204;40.5464492;40.5548374
258;-74.200032;-74.1889204;40.5548374;40.5632256
259;-74.200032;-74.1889204;40.5632256;40.5716138
260;-74.200032;-74.1889204;40.5716138;40.580002
261;-74.200032;-74.1889204;40.580002;40.5883902
262;-74.200032;-74.1889204;40.5883902;40.5967784
263;-74.200032;-74.1889204;40.5967784;40.6051666
264;-74.200032;-74.1889204;40.6051666;40.6135548
265;-74.200032;-74.1889204;40.6135548;40.621943
266;-74.200032;-74.1889204;40.621943;40.6303312
267;-74.200032;-74.1889204;40.6303312;40.6387194
268;-74.200032;-74.1889204;40.6387194;40.6471076
269;-74.200032;-74.1889204;40.6471076;40.6554958
270;-74.200032;-74.1889204;40.6554958;40.663884
271;-74.200032;-74.1889204;40.663884;40.6722722
272;-74.200032;-74.1889204;40.6722722;40.6806604
273;-74.200032;-74.1889204;40.6806604;40.6890486
274;-74.200032;-74.1889204;40.6890486;40.6974368
275;-74.200032;-74.1889204;40.6974368;40.705825
276;-74.200032;-74.1889204;40.705825;40.7142132
277;-74.200032;-74.1889204;40.7142132;40.7226014
278;-74.200032;-74.1889204;40.7226014;40.7309896
279;-74.200032;-74.1889204;40.7309896;40.7393778
280;-74.200032;-74.1889204;40.7393778;40.747766
281;-74.200032;-74.1889204;40.747766;40.7561542
282;-74.200032;-74.1889204;40.7561542;40.7645424
283;-74.200032;-74.1889204;40.7645424;40.7729306
284;-74.200032;-74.1889204;40.7729306;40.7813188
285;-74.200032;-74.1889204;40.7813188;40.789707
286;-74.200032;-74.1889204;40.789707;40.7980952
287;-74.200032;-74.1889204;40.7980952;40.8064834
288;-74.200032;-74.1889204;40.8064834;40.8148716
289;-74.200032;-74.1889204;40.8148716;40.8232598
290;-74.200032;-74.1889204;40.8232598;40.831648
291;-74.200032;-74.1889204;40.831648;40.8400362
292;-74.200032;-74.1889204;40.8400362;40.8484244
293;-74.200032;-74.1889204;40.8484244;40.8568126
294;-74.200032;-74.1889204;40.8568126;40.8652008
295;-74.200032;-74.1889204;40.8652008;40.873589
296;-74.200032;-74.1889204;40.873589;40.8819772
297;-74.200032;-74.1889204;40.8819772;40.8903654
298;-74.200032;-74.1889204;40.8903654;40.8987536
299;-74.200032;-74.1889204;40.8987536;40.9071418
300;-74.200032;-74.1889204;40.9071418;40.91553
301;-74.1889204;-74.1778088;40.49612;40.5045082
302;-74.1889204;-74.1778088;40.5045082;40.5128964
303;-74.1889204;-74.1778088;40.5128964;40.5212846
304;-74.1889204;-74.1778088;40.5212846;40.5296728
305;-74.1889204;-74.1778088;40.5296728;40.538061
306;-74.1889204;-74.1778088;40.538061;40.5464492
307;-74.1889204;-74.1778088;40.5464492;40.5548374
308;-74.1889204;-74.1778088;40.5548374;40.5632256
309;-74.1889204;-74.1778088;40.5632256;40.5716138
310;-74.1889204;-74.1778088;40.5716138;40.580002
311;-74.1889204;-74.1778088;40.580002;40.5883902
312;-74.1889204;-74.1778088;40.5883902;40.5967784
313;-74.1889204;-74.1778088;40.5967784;40.6051666
314;-74.1889204;-74.1778088;40.6051666;40.6135548
315;-74.1889204;-74.1778088;40.6135548;40.621943
316;-74.1889204;-74.1778088;40.621943;40.6303312
317;-74.1889204;-74.1778088;40.6303312;40.6387194
318;-74.1889204;-74.1778088;40.6387194;40.6471076
319;-74.1889204;-74.1778088;40.6471076;40.6554958
320;-74.1889204;-74.1778088;40.6554958;40.663884
321;-74.1889204;-74.1778088;40.663884;40.6722722
322;-74.1889204;-74.1778088;40.6722722;40.6806604
323;-74.1889204;-74.1778088;40.6806604;40.6890486
324;-74.1889204;-74.1778088;40.6890486;40.6974368
325;-74.1889204;-74.1778088;40.6974368;40.705825
326;-74.1889204;-74.1778088;40.705825;40.7142132
327;-74.1889204;-74.1778088;40.7142132;40.7226014
328;-74.1889204;-74.1778088;40.7226014;40.7309896
329;-74.1889204;-74.1778088;40.7309896;40.7393778
330;-74.1889204;-74.1778088;40.7393778;40.747766
331;-74.1889204;-74.1778088;40.747766;40.7561542
332;-74.1889204;-74.1778088;40.7561542;40.7645424
333;-74.1889204;-74.1778088;40.7645424;40.7729306
334;-74.1889204;-74.1778088;40.7729306;40.7813188
335;-74.1889204;-74.1778088;40.7813188;40.789707
336;-74.1889204;-74.1778088;40.789707;40.7980952
337;-74.1889204;-74.1778088;40.7980952;40.8064834
338;-74.1889204;-74.1778088;40.8064834;40.8148716
339;-74.1889204;-74.1778088;40.8148716;40.8232598
340;-74.1889204;-74.1778088;40.8232598;40.831648
341;-74.1889204;-74.1778088;40.831648;40.8400362
342;-74.1889204;-74.1778088;40.8400362;40.8484244
343;-74.1889204;-74.1778088;40.8484244;40.8568126
344;-74.1889204;-74.1778088;40.8568126;40.8652008
345;-74.1889204;-74.1778088;40.8652008;40.873589
346;-74.1889204;-74.1778088;40.873589;40.8819772
347;-74.1889204;-74.1778088;40.8819772;40.8903654
348;-74.1889204;-74.1778088;40.8903654;40.8987536
349;-74.1889204;-74.1778088;40.8987536;40.9071418
350;-74.1889204;-74.1778088;40.9071418;40.91553
351;-74.1778088;-74.1666972;40.49612;40.5045082
352;-74.1778088;-74.1666972;40.5045082;40.5128964
353;-74.1778088;-74.1666972;40.5128964;40.5212846
354;-74.1778088;-74.1666972;40.5212846;40.5296728
355;-74.1778088;-74.1666972;40.5296728;40.538061
356;-74.1778088;-74.1666972;40.538061;40.5464492
357;-74.1778088;-74.1666972;40.5464492;40.5548374
358;-74.1778088;-74.1666972;40.5548374;40.5632256
359;-74.1778088;-74.1666972;40.5632256;40.5716138
360;-74.1778088;-74.1666972;40.5716138;40.580002
361;-74.1778088;-74.1666972;40.580002;40.5883902
362;-74.1778088;-74.1666972;40.5883902;40.5967784
363;-74.1778088;-74.1666972;40.5967784;40.6051666
364;-74.1778088;-74.1666972;40.6051666;40.6135548
365;-74.1778088;-74.1666972;40.6135548;40.621943
366;-74.1778088;-74.1666972;40.621943;40.6303312
367;-74.1778088;-74.1666972;40.6303312;40.6387194
368;-74.1778088;-74.1666972;40.6387194;40.6471076
369;-74.1778088;-74.1666972;40.6471076;40.6554958
370;-74.1778088;-74.1666972;40.6554958;40.663884
371;-74.1778088;-74.1666972;40.663884;40.6722722
372;-74.1778088;-74.1666972;40.6722722;40.6806604
373;-74.1778088;-74.1666972;40.6806604;40.6890486
374;-74.1778088;-74.1666972;40.6890486;40.6974368
375;-74.1778088;-74.1666972;40.6974368;40.705825
376;-74.1778088;-74.1666972;40.705825;40.7142132
377;-74.1778088;-74.1666972;40.7142132;40.7226014
378;-74.1778088;-74.1666972;40.7226014;40.7309896
379;-74.1778088;-74.1666972;40.7309896;40.7393778
380;-74.1778088;-74.1666972;40.7393778;40.747766
381;-74.1778088;-74.1666972;40.747766;40.7561542
382;-74.1778088;-74.1666972;40.7561542;40.7645424
383;-74.1778088;-74.1666972;40.7645424;40.7729306
384;-74.1778088;-74.1666972;40.7729306;40.7813188
385;-74.1778088;-74.1666972;40.7813188;40.789707
386;-74.1778088;-74.1666972;40.789707;40.7980952
387;-74.1778088;-74.1666972;40.7980952;40.8064834
388;-74.1778088;-74.1666972;40.8064834;40.8148716
389;-74.1778088;-74.1666972;40.8148716;40.8232598
390;-74.1778088;-74.1666972;40.8232598;40.831648
391;-74.1778088;-74.1666972;40.831648;40.8400362
392;-74.1778088;-74.1666972;40.8400362;40.8484244
393;-74.1778088;-74.1666972;40.8484244;40.8568126
394;-74.1778088;-74.1666972;40.8568126;40.8652008
395;-74.1778088;-74.1666972;40.8652008;40.873589
396;-74.1778088;-74.1666972;40.873589;40.8819772
397;-74.1778088;-74.1666972;40.8819772;40.8903654
398;-74.1778088;-74.1666972;40.8903654;40.8987536
399;-74.1778088;-74.1666972;40.8987536;40.9071418
400;-74.1778088;-74.1666972;40.9071418;40.91553
401;-74.1666972;-74.1555856;40.49612;40.5045082
402;-74.1666972;-74.1555856;40.5045082;40.5128964
403;-74.1666972;-74.1555856;40.5128964;40.5212846
404;-74.1666972;-74.1555856;40.5212846;40.5296728
405;-74.1666972;-74.1555856;40.5296728;40.538061
406;-74.1666972;-74.1555856;40.538061;40.5464492
407;-74.1666972;-74.1555856;40.5464492;40.5548374
408;-74.1666972;-74.1555856;40.5548374;40.5632256
409;-74.1666972;-74.1555856;40.5632256;40.5716138
410;-74.1666972;-74.1555856;40.5716138;40.580002
411;-74.1666972;-74.1555856;40.580002;40.5883902
412;-74.1666972;-74.1555856;40.5883902;40.5967784
413;-74.1666972;-74.1555856;40.5967784;40.6051666
414;-74.1666972;-74.1555856;40.6051666;40.6135548
415;-74.1666972;-74.1555856;40.6135548;40.621943
416;-74.1666972;-74.1555856;40.621943;40.6303312
417;-74.1666972;-74.1555856;40.6303312;40.6387194
418;-74.1666972;-74.1555856;40.6387194;40.6471076
419;-74.1666972;-74.1555856;40.6471076;40.6554958
420;-74.1666972;-74.1555856;40.6554958;40.663884
421;-74.1666972;-74.1555856;40.663884;40.6722722
422;-74.1666972;-74.1555856;40.6722722;40.6806604
423;-74.1666972;-74.1555856;40.6806604;40.6890486
424;-74.1666972;-74.1555856;40.6890486;40.6974368
425;-74.1666972;-74.1555856;40.6974368;40.705825
426;-74.1666972;-74.1555856;40.705825;40.7142132
427;-74.1666972;-74.1555856;40.7142132;40.7226014
428;-74.1666972;-74.1555856;40.7226014;40.7309896
429;-74.1666972;-74.1555856;40.7309896;40.7393778
430;-74.1666972;-74.1555856;40.7393778;40.747766
431;-74.1666972;-74.1555856;40.747766;40.7561542
432;-74.1666972;-74.1555856;40.7561542;40.7645424
433;-74.1666972;-74.1555856;40.7645424;40.7729306
434;-74.1666972;-74.1555856;40.7729306;40.7813188
435;-74.1666972;-74.1555856;40.7813188;40.789707
436;-74.1666972;-74.1555856;40.789707;40.7980952
437;-74.1666972;-74.1555856;40.7980952;40.8064834
438;-74.1666972;-74.1555856;40.8064834;40.8148716
439;-74.1666972;-74.1555856;40.8148716;40.8232598
440;-74.1666972;-74.1555856;40.8232598;40.831648
441;-74.1666972;-74.1555856;40.831648;40.8400362
442;-74.1666972;-74.1555856;40.8400362;40.8484244
443;-74.1666972;-74.1555856;40.8484244;40.8568126
444;-74.1666972;-74.1555856;40.8568126;40.8652008
445;-74.1666972;-74.1555856;40.8652008;40.873589
446;-74.1666972;-74.1555856;40.873589;40.8819772
447;-74.1666972;-74.1555856;40.8819772;40.8903654
448;-74.1666972;-74.1555856;40.8903654;40.8987536
449;-74.1666972;-74.1555856;40.8987536;40.9071418
450;-74.1666972;-74.1555856;40.9071418;40.91553
451;-74.1555856;-74.144474;40.49612;40.5045082
452;-74.1555856;-74.144474;40.5045082;40.5128964
453;-74.1555856;-74.144474;40.5128964;40.5212846
454;-74.1555856;-74.144474;40.5212846;40.5296728
455;-74.1555856;-74.144474;40.5296728;40.538061
456;-74.1555856;-74.144474;40.538061;40.5464492
457;-74.1555856;-74.144474;40.5464492;40.5548374
458;-74.1555856;-74.144474;40.5548374;40.5632256
459;-74.1555856;-74.144474;40.5632256;40.5716138
460;-74.1555856;-74.144474;40.5716138;40.580002
461;-74.1555856;-74.144474;40.580002;40.5883902
462;-74.1555856;-74.144474;40.5883902;40.5967784
463;-74.1555856;-74.144474;40.5967784;40.6051666
464;-74.1555856;-74.144474;40.6051666;40.6135548
465;-74.1555856;-74.144474;40.6135548;40.621943
466;-74.1555856;-74.144474;40.621943;40.6303312
467;-74.1555856;-74.144474;40.6303312;40.6387194
468;-74.1555856;-74.144474;40.6387194;40.6471076
469;-74.1555856;-74.144474;40.6471076;40.6554958
470;-74.1555856;-74.144474;40.6554958;40.663884
471;-74.1555856;-74.144474;40.663884;40.6722722
472;-74.1555856;-74.144474;40.6722722;40.6806604
473;-74.1555856;-74.144474;40.6806604;40.6890486
474;-74.1555856;-74.144474;40.6890486;40.6974368
475;-74.1555856;-74.144474;40.6974368;40.705825
476;-74.1555856;-74.144474;40.705825;40.7142132
477;-74.1555856;-74.144474;40.7142132;40.7226014
478;-74.1555856;-74.144474;40.7226014;40.7309896
479;-74.1555856;-74.144474;40.7309896;40.7393778
480;-74.1555856;-74.144474;40.7393778;40.747766
481;-74.1555856;-74.144474;40.747766;40.7561542
482;-74.1555856;-74.144474;40.7561542;40.7645424
483;-74.1555856;-74.144474;40.7645424;40.7729306
484;-74.1555856;-74.144474;40.7729306;40.7813188
485;-74.1555856;-74.144474;40.7813188;40.789707
486;-74.1555856;-74.144474;40.789707;40.7980952
487;-74.1555856;-74.144474;40.7980952;40.8064834
488;-74.1555856;-74.144474;40.8064834;40.8148716
489;-74.1555856;-74.144474;40.8148716;40.8232598
490;-74.1555856;-74.144474;40.8232598;40.831648
491;-74.1555856;-74.144474;40.831648;40.8400362
492;-74.1555856;-74.144474;40.8400362;40.8484244
493;-74.1555856;-74.144474;40.8484244;40.8568126
494;-74.1555856;-74.144474;40.8568126;40.8652008
495;-74.1555856;-74.144474;40.8652008;40.873589
496;-74.1555856;-74.144474;40.873589;40.8819772
497;-74.1555856;-74.144474;40.8819772;40.8903654
498;-74.1555856;-74.144474;40.8903654;40.8987536
499;-74.1555856;-74.144474;40.8987536;40.9071418
500;-74.1555856;-74.144474;40.9071418;40.91553
501;-74.144474;-74.1333624;40.49612;40.5045082
502;-74.144474;-74.1333624;40.5045082;40.5128964
503;-74.144474;-74.1333624;40.5128964;40.5212846
504;-74.144474;-74.1333624;40.5212846;40.5296728
505;-74.144474;-74.1333624;40.5296728;40.538061
506;-74.144474;-74.1333624;40.538061;40.5464492
507;-74.144474;-74.1333624;40.5464492;40.5548374
508;-74.144474;-74.1333624;40.5548374;40.5632256
509;-74.144474;-74.1333624;40.5632256;40.5716138
510;-74.144474;-74.1333624;40.5716138;40.580002
511;-74.144474;-74.1333624;40.580002;40.5883902
512;-74.144474;-74.1333624;40.5883902;40.5967784
513;-74.144474;-74.1333624;40.5967784;40.6051666
514;-74.144474;-74.1333624;40.6051666;40.6135548
