timestamp,site
2013-04-12 13:52:25,dub111.mail.live.com
2013-04-12 13:52:32,ssl.bing.com
2013-04-12 13:53:46,syndication.twitter.com
2013-04-12 13:55:16,syndication.twitter.com
2013-04-12 13:56:46,syndication.twitter.com
2013-04-12 13:57:57,syndication.twitter.com
2013-04-12 13:57:57,img1.video.s-msn.com
2013-04-12 13:57:57,evt.adrcntr.com
2013-04-12 14:31:25,www.bing.com
2013-04-12 15:27:15,bibliotheque.clermont-universite.fr
2013-11-12 13:40:39,javadl-esd.sun.com
2013-11-12 13:40:40,javadl-esd.sun.com
2013-11-16 15:11:48,go.microsoft.com
2013-11-16 15:11:48,shell.windows.com
2013-11-16 15:11:49,shell.windows.com
2013-11-19 17:11:31,fpdownload2.macromedia.com
2013-11-19 17:11:43,go.microsoft.com
2013-11-19 17:11:43,windows.microsoft.com
2013-11-19 17:11:44,js.microsoft.com
2013-11-19 17:11:44,res2.windows.microsoft.com
2013-11-19 17:11:44,ajax.microsoft.com
2013-11-19 17:11:44,res1.windows.microsoft.com
2013-11-19 17:11:44,windows.microsoft.com
2013-11-19 17:11:45,res2.windows.microsoft.com
2013-11-19 17:11:47,www.bing.com
2013-11-19 17:11:48,windows.microsoft.com
2013-11-19 17:11:48,www.bing.com
2013-11-19 17:11:48,res2.windows.microsoft.com
2013-11-19 17:11:48,res1.windows.microsoft.com
2013-11-19 17:11:49,res1.windows.microsoft.com
2013-11-19 17:11:49,www.bing.com
2013-11-19 17:11:49,js.microsoft.com
2013-11-19 17:11:50,www.bing.com
2013-11-19 17:11:50,cms.abmr.net
2013-11-19 17:11:52,login.live.com
2013-11-19 17:11:54,www.bing.com
2013-11-19 17:11:54,ssl.bing.com
2013-11-19 17:12:03,www.bing.com
2013-11-19 17:12:06,www.bing.com
2013-11-19 17:12:07,www.bing.com
2013-11-19 17:12:09,login.live.com
2013-11-19 17:12:09,www.bing.com
2013-11-19 17:12:13,www.bing.com
2013-11-19 17:12:13,z-ecx.images-amazon.com
2013-11-19 17:12:13,g-ecx.images-amazon.com
2013-11-19 17:12:13,www.amazon.fr
2013-11-19 17:12:14,g-ecx.images-amazon.com
2013-11-19 17:12:14,ssl.bing.com
2013-11-19 17:12:14,www.amazon.fr
2013-11-19 17:12:14,z-ecx.images-amazon.com
2013-11-19 17:12:14,ecx.images-amazon.com
2013-11-19 17:12:15,g-ecx.images-amazon.com
2013-11-19 17:12:15,ecx.images-amazon.com
2013-11-19 17:12:15,www.amazon.fr
2013-11-19 17:12:16,fls-eu.amazon.fr
2013-11-19 17:12:16,z-ecx.images-amazon.com
2013-11-19 17:12:16,www.amazon.fr
2013-11-19 17:12:16,g-ecx.images-amazon.com
2013-11-19 17:12:16,www.facebook.com
2013-11-19 17:12:16,fls-eu.amazon.com
2013-11-19 17:12:18,g-ecx.images-amazon.com
2013-11-19 17:12:18,www.amazon.fr
2013-11-19 17:12:18,z-ecx.images-amazon.com
2013-11-19 17:12:18,images-na.ssl-images-amazon.com
2013-11-19 17:12:19,images-na.ssl-images-amazon.com
2013-11-19 17:12:19,z-ecx.images-amazon.com
2013-11-19 17:12:19,g-ecx.images-amazon.com
2013-11-19 17:12:20,z-ecx.images-amazon.com
2013-11-19 17:12:20,g-ecx.images-amazon.com
2013-11-19 17:12:20,images-na.ssl-images-amazon.com
2013-11-19 17:12:30,www.amazon.fr
2013-11-19 17:14:20,images-na.ssl-images-amazon.com
2013-11-19 17:14:21,ieonline.microsoft.com
2013-11-19 17:14:48,www.amazon.fr
2013-11-19 17:14:48,completion.amazon.co.uk
2013-11-19 17:14:49,completion.amazon.co.uk
2013-11-19 17:14:49,ecx.images-amazon.com
2013-11-19 17:14:49,g-ecx.images-amazon.com
2013-11-19 17:14:49,www.amazon.fr
2013-11-19 17:14:50,completion.amazon.co.uk
2013-11-19 17:14:51,www.amazon.fr
2013-11-19 17:14:51,ecx.images-amazon.com
2013-11-19 17:14:51,completion.amazon.co.uk
2013-11-19 17:14:54,www.amazon.fr
2013-11-19 17:14:54,fls-eu.amazon.fr
2013-11-19 17:14:55,www.amazon.fr
2013-11-19 17:14:55,fls-eu.amazon.fr
2013-11-19 17:14:55,g-ecx.images-amazon.com
2013-11-19 17:14:56,ecx.images-amazon.com
2013-11-19 17:14:56,g-ecx.images-amazon.com
2013-11-19 17:14:57,fls-eu.amazon.fr
2013-11-19 17:14:57,www.amazon.fr
2013-11-19 17:14:57,df9v6ngw2bw7n.cloudfront.net
2013-11-19 17:14:57,fls-eu.amazon.com
2013-11-19 17:14:57,g-ecx.images-amazon.com
2013-11-19 17:14:57,ecx.images-amazon.com
2013-11-19 17:15:31,ecx.images-amazon.com
2013-11-19 17:15:31,z-ecx.images-amazon.com
2013-11-19 17:15:31,g-ecx.images-amazon.com
2013-11-19 17:15:32,z-ecx.images-amazon.com
2013-11-19 17:15:32,g-ecx.images-amazon.com
2013-11-19 17:15:32,ecx.images-amazon.com
2013-11-19 17:15:32,www.amazon.fr
2013-11-19 17:15:33,z-ecx.images-amazon.com
2013-11-19 17:15:33,www.amazon.fr
2013-11-19 17:15:34,www.amazon.fr
2013-11-19 17:15:34,www.facebook.com
2013-11-19 17:15:34,fls-eu.amazon.com
2013-11-19 17:15:34,fls-eu.amazon.fr
2013-11-19 17:15:34,df9v6ngw2bw7n.cloudfront.net
2013-11-19 17:15:35,g-ecx.images-amazon.com
2013-11-19 17:15:35,ecx.images-amazon.com
2013-11-19 17:15:35,z-ecx.images-amazon.com
2013-11-19 17:15:36,ecx.images-amazon.com
2013-11-19 17:15:36,www.amazon.fr
2013-11-19 17:15:37,z-ecx.images-amazon.com
2013-11-19 17:15:37,fls-eu.amazon.fr
2013-11-19 17:15:37,www.amazon.fr
2013-11-19 17:15:38,fls-eu.amazon.fr
2013-11-19 17:15:38,www.facebook.com
2013-11-19 17:15:38,www.amazon.fr
2013-11-19 17:15:39,www.amazon.fr
2013-11-19 17:15:39,images-na.ssl-images-amazon.com
2013-11-19 17:15:39,ecx.images-amazon.com
2013-11-19 17:15:40,images-na.ssl-images-amazon.com
2013-11-19 17:15:41,images-na.ssl-images-amazon.com
2013-11-19 17:15:42,images-na.ssl-images-amazon.com
2013-11-19 17:16:12,images-na.ssl-images-amazon.com
2013-11-19 17:16:13,g-ecx.images-amazon.com
2013-11-19 17:16:13,fls-eu.amazon.fr
2013-11-19 17:16:14,fls-eu.amazon.fr
2013-11-19 17:16:49,fls-eu.amazon.fr
2013-11-19 17:16:49,images-na.ssl-images-amazon.com
2013-11-19 17:16:49,www.amazon.fr
2013-11-19 17:16:49,g-ecx.images-amazon.com
2013-11-19 17:16:49,z-ecx.images-amazon.com
2013-11-19 17:16:49,ecx.images-amazon.com
2013-11-19 17:16:50,z-ecx.images-amazon.com
2013-11-19 17:16:50,www.amazon.fr
2013-11-19 17:16:50,ecx.images-amazon.com
2013-11-19 17:16:50,g-ecx.images-amazon.com
2013-11-19 17:16:51,g-ecx.images-amazon.com
2013-11-19 17:16:51,z-ecx.images-amazon.com
2013-11-19 17:16:51,www.amazon.fr
2013-11-19 17:16:51,fls-eu.amazon.fr
2013-11-19 17:16:51,images-na.ssl-images-amazon.com
2013-11-19 17:16:52,g-ecx.images-amazon.com
2013-11-19 17:16:52,ecx.images-amazon.com
2013-11-19 17:16:52,fls-eu.amazon.fr
2013-11-19 17:16:52,www.amazon.fr
2013-11-19 17:16:52,images-na.ssl-images-amazon.com
2013-11-19 17:16:52,www.facebook.com
2013-11-19 17:16:54,images-na.ssl-images-amazon.com
2013-11-19 17:16:54,ecx.images-amazon.com
2013-11-19 17:16:54,fls-eu.amazon.fr
2013-11-19 17:16:54,www.amazon.fr
2013-11-19 17:16:56,fls-eu.amazon.fr
2013-11-19 17:16:56,images-na.ssl-images-amazon.com
2013-11-19 17:17:45,g-ecx.images-amazon.com
2013-11-19 17:17:45,www.amazon.fr
2013-11-19 17:17:45,images-na.ssl-images-amazon.com
2013-11-19 17:17:46,images-na.ssl-images-amazon.com
2013-11-19 17:17:46,fls-eu.amazon.fr
2013-11-19 17:17:46,www.amazon.fr
2013-11-19 17:17:47,www.facebook.com
2013-11-19 17:17:55,ecx.images-amazon.com
2013-11-19 17:17:55,www.amazon.fr
2013-11-19 17:18:05,www.amazon.fr
2013-11-19 17:18:09,www.amazon.fr
2013-11-19 17:18:09,fls-eu.amazon.fr
2013-11-19 17:18:09,images-na.ssl-images-amazon.com
2013-11-20 15:08:42,www.maplesoft.com
2013-11-27 13:48:38,fpdownload2.macromedia.com
2013-11-27 13:48:55,www.bing.com
2013-11-27 13:48:57,www.bing.com
2013-11-27 13:48:57,www.hotmail.com
2013-11-27 13:49:05,www.hotmail.com
2013-11-27 13:49:10,login.live.com
2013-11-27 13:49:40,login.live.com
2013-11-27 13:50:10,login.live.com
2013-11-27 14:08:58,www.maplesoft.com
2013-11-27 14:35:01,www.maplesoft.com
2013-12-18 10:04:07,fpdownload2.macromedia.com
2013-12-18 10:04:14,go.microsoft.com
2013-12-18 10:04:15,windows.microsoft.com
2013-12-18 10:04:15,ajax.microsoft.com
2013-12-18 10:04:15,js.microsoft.com
2013-12-18 10:04:15,res2.windows.microsoft.com
2013-12-18 10:04:15,res1.windows.microsoft.com
2013-12-18 10:04:17,www.google.com
2013-12-18 10:04:24,www.bing.com
2013-12-18 10:04:25,www.bing.com
2013-12-18 10:04:26,cms.abmr.net
2013-12-18 10:04:26,login.live.com
2013-12-18 10:04:26,www.bing.com
2013-12-18 10:05:29,ieonline.microsoft.com
2014-01-30 14:27:00,fpdownload2.macromedia.com
2014-01-30 14:27:03,www.google.fr
2014-01-30 14:27:15,www.google.fr
2014-01-30 14:27:18,apis.google.com
2014-01-30 14:27:20,www.google.com
2014-01-30 14:27:23,www.google.fr
2014-01-30 14:27:23,apis.google.com
2014-01-30 14:27:23,www.google.com
2014-01-30 14:30:08,ieonline.microsoft.com
2014-02-04 10:20:00,gtglobal-ocsp.geotrust.com
2014-02-04 10:20:00,clients1.google.com
2014-02-04 10:20:01,ocsp.thawte.com
2014-02-04 10:20:35,clients1.google.com
2014-02-04 10:20:37,www.google.fr
2014-02-04 10:20:37,ocsp.tcs.terena.org
2014-02-04 10:20:37,clients1.google.com
2014-02-04 10:20:37,ocsp.usertrust.com
2014-02-04 10:20:38,clients1.google.com
2014-02-04 10:22:55,sb-ssl.google.com
2014-02-04 10:23:30,apis.google.com
2014-02-04 10:23:32,www.google.fr
2014-02-04 10:23:32,www.google.com
2014-02-04 10:24:12,safebrowsing.clients.google.com
2014-02-04 10:24:12,safebrowsing-cache.google.com
2014-02-04 10:24:13,safebrowsing-cache.google.com
2014-02-04 12:02:37,ocsp.thawte.com
2014-02-04 12:02:41,clients1.google.com
2014-02-04 12:02:41,gtglobal-ocsp.geotrust.com
2014-02-04 12:02:41,www.google.com
2014-02-04 12:02:42,clients1.google.com
2014-02-04 12:02:44,www.bing.com
2014-02-04 12:02:44,fr.msn.com
2014-02-04 12:02:44,www.google.fr
2014-02-04 12:02:45,h2.msn.com
2014-02-04 12:02:45,ia.nspmotion.com
2014-02-04 12:02:45,c.fr.msn.com
2014-02-04 12:02:45,www.bing.com
2014-02-04 12:02:46,msfs.nspmotion.com
2014-02-04 12:02:46,ocsp.verisign.com
2014-02-04 12:02:46,platform.twitter.com
2014-02-04 12:02:46,www.bing.com
2014-02-04 12:02:46,api.bing.com
2014-02-04 12:02:46,g.msn.com
2014-02-04 12:02:46,c.fr.msn.com
2014-02-04 12:02:46,gtssl-ocsp.geotrust.com
2014-02-04 12:02:46,fr.msn.com
2014-02-04 12:02:47,g.msn.com
2014-02-04 12:02:47,fr.msn.com
2014-02-04 12:02:47,connect.facebook.net
2014-02-04 12:02:47,static.ak.facebook.com
2014-02-04 12:02:48,www.mail.live.com
2014-02-04 12:02:48,evintl-ocsp.verisign.com
2014-02-04 12:02:48,evsecure-ocsp.verisign.com
2014-02-04 12:02:48,ocsp.verisign.com
2014-02-04 12:02:48,www.facebook.com
2014-02-04 12:02:48,twitter.com
2014-02-04 12:02:48,pbs.twimg.com
2014-02-04 12:02:48,s-static.ak.facebook.com
2014-02-04 12:02:48,login.live.com
2014-02-04 12:02:49,evintl-ocsp.verisign.com
2014-02-04 12:02:50,login.live.com
2014-02-04 12:02:50,ocsp.digicert.com
2014-02-04 12:02:51,ocsp.digicert.com
2014-02-04 12:03:02,login.live.com
2014-02-04 12:03:02,windowslive.tt.omtrdc.net
2014-02-04 12:03:03,evintl-ocsp.verisign.com
2014-02-04 12:03:03,login.live.com
2014-02-04 12:03:06,ocsp.verisign.com
2014-02-04 12:03:17,windowslive.tt.omtrdc.net
2014-02-04 12:03:41,dub124.mail.live.com
2014-02-04 12:04:04,mail.live.com
2014-02-04 12:04:06,people.directory.live.com
2014-02-04 12:04:07,dub124.mail.live.com
2014-02-04 12:04:08,h.bing.com
2014-02-04 12:04:08,dub124.mail.live.com
2014-02-04 12:04:08,cid-12b1ca890d5b02eb.users.storage.live.com
2014-02-04 12:04:09,h.bing.com
2014-02-04 12:04:10,h.bing.com
2014-02-04 12:04:11,h.live.com
2014-02-04 12:04:12,h.live.com
2014-02-04 12:04:13,dub124.mail.live.com
2014-02-04 12:04:14,storage.live.com
2014-02-04 12:04:14,dub124.mail.live.com
2014-02-04 12:04:14,login.live.com
2014-02-04 12:04:15,dm1files.storage.msn.com
2014-02-04 12:04:15,g.live.com
2014-02-04 12:04:17,c.fr.msn.com
2014-02-04 12:04:17,www.bing.com
2014-02-04 12:04:17,fr.msn.com
2014-02-04 12:04:18,api.bing.com
2014-02-04 12:04:18,fr.msn.com
2014-02-04 12:04:18,ia.nspmotion.com
2014-02-04 12:04:19,www.bing.com
2014-02-04 12:04:19,g.msn.com
2014-02-04 12:04:19,fr.msn.com
2014-02-04 12:04:20,www.google.fr
2014-02-04 12:04:20,platform.twitter.com
2014-02-04 12:04:20,windowslive.tt.omtrdc.net
2014-02-04 12:04:20,cid-12b1ca890d5b02eb.users.storage.live.com
2014-02-04 12:04:20,www.google.com
2014-02-04 12:04:20,twitter.com
2014-02-04 12:04:20,js.live.net
2014-02-04 12:04:20,pbs.twimg.com
2014-02-04 12:04:20,secure.shared.live.com
2014-02-04 12:04:20,evsecure-ocsp.verisign.com
2014-02-04 12:04:20,p.sfx.ms
2014-02-04 12:04:20,dub124.mail.live.com
2014-02-04 12:04:20,dub124.afx.ms
2014-02-04 12:04:20,apis.google.com
2014-02-04 16:03:35,office14client.microsoft.com
2014-02-04 16:03:35,rr.office.microsoft.com
2014-02-04 16:11:34,www.google.fr
2014-02-04 16:11:41,www.google.fr
2014-02-04 16:11:45,www.google.com
2014-02-04 16:11:46,apis.google.com
2014-02-04 16:11:52,www.google.fr
2014-02-04 16:11:53,www.google.com
2014-02-04 16:11:53,www.google.fr
2014-02-04 16:11:53,apis.google.com
2014-02-04 16:13:13,us-request.foxitservice.com
2014-02-04 16:14:02,ieonline.microsoft.com
2014-02-04 17:02:01,www.google.fr
2014-02-04 17:02:08,www.bing.com
2014-02-04 17:02:08,www.google.fr
2014-02-04 17:02:08,fr.msn.com
2014-02-04 17:02:09,c.fr.msn.com
2014-02-04 17:02:10,c.fr.msn.com
2014-02-04 17:02:10,www.bing.com
2014-02-04 17:02:10,api.bing.com
2014-02-04 17:02:11,ia.nspmotion.com
2014-02-04 17:02:11,h2.msn.com
2014-02-04 17:02:11,platform.twitter.com
2014-02-04 17:02:11,fr.msn.com
2014-02-04 17:02:12,platform.twitter.com
2014-02-04 17:02:12,www.mail.live.com
2014-02-04 17:02:12,g.msn.com
2014-02-04 17:02:14,login.live.com
2014-02-04 17:02:17,login.live.com
2014-02-04 17:02:23,windowslive.tt.omtrdc.net
2014-02-04 17:02:29,login.live.com
2014-02-04 17:02:30,login.live.com
2014-02-04 17:02:33,windowslive.tt.omtrdc.net
2014-02-04 17:02:35,mail.live.com
2014-02-04 17:02:41,h.live.com
2014-02-04 17:02:42,cid-12b1ca890d5b02eb.users.storage.live.com
2014-02-04 17:02:42,h.live.com
2014-02-04 17:02:43,dub124.mail.live.com
2014-02-04 17:02:43,h.live.com
2014-02-04 17:02:43,windowslive.tt.omtrdc.net
2014-02-04 17:02:43,people.directory.live.com
2014-02-04 17:02:44,dub124.mail.live.com
2014-02-04 17:02:44,h.bing.com
2014-02-04 17:02:45,dub124.mail.live.com
2014-02-04 17:02:45,h.live.com
2014-02-04 17:02:45,h.bing.com
2014-02-04 17:02:46,h.bing.com
2014-02-04 17:02:46,dub124.mail.live.com
2014-02-04 17:02:47,h.live.com
2014-02-04 17:02:48,h.live.com
2014-02-04 17:02:49,dub124.mail.live.com
2014-02-04 17:02:50,secure.shared.live.com
2014-02-04 17:02:51,dm1files.storage.msn.com
2014-02-04 17:02:52,dub124.mail.live.com
2014-02-04 17:02:55,js.live.net
2014-02-04 17:02:58,dub124.mail.live.com
2014-02-04 17:02:59,go.trouter.io
2014-02-04 17:03:30,storage.live.com
2014-02-04 17:03:57,secure.shared.live.com
2014-02-04 17:03:58,cid-12b1ca890d5b02eb.users.storage.live.com
2014-02-04 17:04:33,dub124.mail.live.com
2014-02-04 17:04:34,dub124.mail.live.com
2014-02-04 17:04:35,login.live.com
2014-02-04 17:04:36,go.trouter.io
2014-02-04 17:04:38,dub124.mail.live.com
2014-02-04 17:04:38,g.live.com
2014-02-04 17:04:38,h.live.com
2014-02-04 17:04:41,c.fr.msn.com
2014-02-04 17:04:41,www.bing.com
2014-02-04 17:04:41,windowslive.tt.omtrdc.net
2014-02-04 17:04:41,fr.msn.com
2014-02-04 17:04:42,api.bing.com
2014-02-04 17:04:42,ia.nspmotion.com
2014-02-04 17:04:43,fr.msn.com
2014-02-04 17:04:43,www.bing.com
2014-02-04 17:04:43,msfs.nspmotion.com
2014-02-04 17:04:44,fr.msn.com
2014-02-04 17:04:44,platform.twitter.com
2014-02-04 17:04:45,connect.facebook.net
2014-02-04 17:04:46,static.ak.facebook.com
2014-02-04 17:04:46,login.live.com
2014-02-04 17:04:47,fr.msn.com
2014-02-04 17:04:47,www.facebook.com
2014-02-04 17:04:47,login.secure.emea.msn.com
2014-02-04 17:04:47,platform.twitter.com
2014-02-04 17:04:48,windowslive.tt.omtrdc.net
2014-02-04 17:04:48,s-static.ak.facebook.com
2014-02-04 17:04:49,www.facebook.com
2014-02-04 17:04:50,s-static.ak.facebook.com
2014-02-04 17:04:54,twitter.com
2014-02-04 17:05:20,www.facebook.com
2014-02-04 17:05:20,pbs.twimg.com
2014-02-04 17:05:20,twitter.com
2014-02-04 17:05:20,platform.twitter.com
2014-02-04 17:05:21,syndication.twitter.com
2014-02-04 17:05:51,syndication.twitter.com
2014-02-04 17:06:30,g.msn.com
2014-02-04 17:07:21,syndication.twitter.com
2014-02-04 17:08:51,syndication.twitter.com
2014-02-04 17:10:21,syndication.twitter.com
2014-02-04 17:11:51,syndication.twitter.com
2014-02-04 17:12:20,g.msn.com
2014-02-04 17:12:20,www.mail.live.com
2014-02-04 17:12:24,login.live.com
2014-02-04 17:12:27,login.live.com
2014-02-04 17:12:41,windowslive.tt.omtrdc.net
2014-02-04 17:12:43,login.live.com
2014-02-04 17:12:48,mail.live.com
2014-02-04 17:12:49,dub124.mail.live.com
2014-02-04 17:12:50,dub124.mail.live.com
2014-02-04 17:12:57,h.live.com
2014-02-04 17:13:00,h.live.com
2014-02-04 17:13:00,people.directory.live.com
2014-02-04 17:13:01,windowslive.tt.omtrdc.net
2014-02-04 17:13:53,go.trouter.io
2014-02-04 17:13:53,storage.live.com
2014-02-04 17:13:54,login.live.com
2014-02-04 17:13:54,dub124.mail.live.com
2014-02-04 17:13:54,go.trouter.io
2014-02-04 17:13:55,g.live.com
2014-02-04 17:13:57,fr.msn.com
2014-02-04 17:13:58,www.bing.com
2014-02-04 17:13:58,windowslive.tt.omtrdc.net
2014-02-04 17:13:59,c.fr.msn.com
2014-02-04 17:14:00,ia.nspmotion.com
2014-02-04 17:14:00,api.bing.com
2014-02-04 17:14:00,fr.msn.com
2014-02-04 17:14:01,g.msn.com
2014-02-04 17:14:01,www.bing.com
2014-02-04 17:14:01,fr.msn.com
2014-02-04 17:14:02,login.live.com
2014-02-04 17:14:03,fr.msn.com
2014-02-04 17:14:03,windowslive.tt.omtrdc.net
2014-02-04 17:14:03,login.secure.emea.msn.com
2014-02-04 17:14:03,www.facebook.com
2014-02-04 17:14:13,g.msn.com
2014-02-04 17:14:13,www.mail.live.com
2014-02-04 17:14:14,login.live.com
2014-02-04 17:14:16,login.live.com
2014-02-04 17:14:23,twitter.com
2014-02-04 17:14:23,login.live.com
2014-02-04 17:14:24,platform.twitter.com
2014-02-04 17:14:26,windowslive.tt.omtrdc.net
2014-02-04 17:14:28,mail.live.com
2014-02-04 17:14:29,dub124.mail.live.com
2014-02-04 17:14:29,h.live.com
2014-02-04 17:14:30,h.live.com
2014-02-04 17:14:30,people.directory.live.com
2014-02-04 17:14:34,dub124.mail.live.com
2014-02-04 17:14:36,dub124.mail.live.com
2014-02-04 17:14:39,windowslive.tt.omtrdc.net
2014-02-04 17:14:40,h.live.com
2014-02-04 17:14:41,go.trouter.io
2014-02-04 17:14:45,storage.live.com
2014-02-04 17:15:40,h.live.com
2014-02-04 17:16:19,dub124.mail.live.com
2014-02-04 17:16:47,h.live.com
2014-02-04 17:17:35,dub124.mail.live.com
2014-02-04 17:17:39,h2.msn.com
2014-02-04 17:18:05,g.msn.com
2014-02-04 17:19:05,h2.msn.com
2014-02-04 17:19:34,dub124.mail.live.com
2014-02-04 17:19:40,h2.msn.com
2014-02-04 17:19:41,login.live.com
